model_id,benchmark_id,score,evaluated_at,source_grade,harness,reasoning_effort,token_budget,source_url,notes
gpt-5.6-luna,livebench-2026-06-25-language,72.6,2026-09-04,A,LiveBench official,max,,https://livebench.ai/,LiveBench 2026-06-25 current snapshot; leaderboard label: GPT-5.6 Luna Max Effort.
gpt-5.6-luna,livebench-2026-06-25-instruction-following,60.1,2026-09-04,A,LiveBench official,max,,https://livebench.ai/,LiveBench 2026-06-25 current snapshot; leaderboard label: GPT-5.6 Luna Max Effort.
glm-5.2,livebench-2026-06-25-reasoning,78.6,2026-09-04,A,LiveBench official,,,https://livebench.ai/,LiveBench 2026-06-25 current snapshot; leaderboard label: GLM-5.2 open.
glm-5.2,livebench-2026-06-25-coding,79.7,2026-09-04,A,LiveBench official,,,https://livebench.ai/,LiveBench 2026-06-25 current snapshot; leaderboard label: GLM-5.2 open.
glm-5.2,livebench-2026-06-25-agentic-coding,51.8,2026-09-04,A,LiveBench official,,,https://livebench.ai/,LiveBench 2026-06-25 current snapshot; leaderboard label: GLM-5.2 open.
glm-5.2,livebench-2026-06-25-mathematics,89.8,2026-09-04,A,LiveBench official,,,https://livebench.ai/,LiveBench 2026-06-25 current snapshot; leaderboard label: GLM-5.2 open.
glm-5.2,livebench-2026-06-25-data-analysis,73.7,2026-09-04,A,LiveBench official,,,https://livebench.ai/,LiveBench 2026-06-25 current snapshot; leaderboard label: GLM-5.2 open.
glm-5.2,livebench-2026-06-25-language,76.2,2026-09-04,A,LiveBench official,,,https://livebench.ai/,LiveBench 2026-06-25 current snapshot; leaderboard label: GLM-5.2 open.
glm-5.2,livebench-2026-06-25-instruction-following,62.3,2026-09-04,A,LiveBench official,,,https://livebench.ai/,LiveBench 2026-06-25 current snapshot; leaderboard label: GLM-5.2 open.
glm-5.3-flash,livebench-2026-06-25-reasoning,77.6,2026-09-04,A,LiveBench official,,,https://livebench.ai/,LiveBench 2026-06-25 current snapshot; leaderboard label: GLM-5.3 Flash open.
glm-5.3-flash,livebench-2026-06-25-coding,79.0,2026-09-04,A,LiveBench official,,,https://livebench.ai/,LiveBench 2026-06-25 current snapshot; leaderboard label: GLM-5.3 Flash open.
glm-5.3-flash,livebench-2026-06-25-agentic-coding,56.8,2026-09-04,A,LiveBench official,,,https://livebench.ai/,LiveBench 2026-06-25 current snapshot; leaderboard label: GLM-5.3 Flash open.
glm-5.3-flash,livebench-2026-06-25-mathematics,81.2,2026-09-04,A,LiveBench official,,,https://livebench.ai/,LiveBench 2026-06-25 current snapshot; leaderboard label: GLM-5.3 Flash open.
glm-5.3-flash,livebench-2026-06-25-data-analysis,76.4,2026-09-04,A,LiveBench official,,,https://livebench.ai/,LiveBench 2026-06-25 current snapshot; leaderboard label: GLM-5.3 Flash open.
glm-5.3-flash,livebench-2026-06-25-language,77.3,2026-09-04,A,LiveBench official,,,https://livebench.ai/,LiveBench 2026-06-25 current snapshot; leaderboard label: GLM-5.3 Flash open.
glm-5.3-flash,livebench-2026-06-25-instruction-following,52.8,2026-09-04,A,LiveBench official,,,https://livebench.ai/,LiveBench 2026-06-25 current snapshot; leaderboard label: GLM-5.3 Flash open.
